AGS,Ort,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen Die Linke,2_Stimmen FDP,2_Stimmen Grüne,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil Die Linke,2_Anteil FDP,2_Anteil Grüne,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler,Wahl,WK-Nr,WK-Name,Ebene,Ortname,Briefwahl_Sonderfall,Wahlberechtigte,Wähler,ungültige_1,gültige_1,CDU_1,DIE LINKE_1,SPD_1,AfD_1,GRÜNE_1,NPD_1,FDP_1,PIRATEN_1,FREIE WÄHLER_1,BüSo_1,MLPD_1,ÖDP_1,Die PARTEI_1,Bürgerkandidat_1,Der Auserwählte_1,Heimat Region Zwickau_1,Held_1,Hoyer_1,Internationalistisch. Bündnis_1,RINK_1,SGP_1,Wir sind LEIPZIGER_1,ungültige_2,gültige_2,CDU_2,DIE LINKE_2,SPD_2,AfD_2,GRÜNE_2,NPD_2,FDP_2,PIRATEN_2,FREIE WÄHLER_2,BüSo_2,MLPD_2,BGE_2,DiB_2,ÖDP_2,Die PARTEI_2,Tierschutzpartei_2,V-Partei³_2,2_Gewinner
14524290,"Waldenburg, Stadt",628,325,310,171,95,644,22,350,2523,24.9,12.9,12.3,6.8,3.8,25.5,0.9,13.9,99.1,165,3339,2545,100.0,76.2,BW17,165,Zwickau,GE,"Waldenburg, Stadt",J,3423,2890,148,2742,998,661,327,x,157,x,370,x,x,x,x,x,x,x,x,203,x,x,26,x,x,x,37,2853,884,489,277,700,111,27,195,13,60,1,3,10,7,6,31,37,2,SPD
14524300,"Werdau, Stadt",3088,1540,1556,871,312,3116,136,1874,12357,25.0,12.5,12.6,7.0,2.5,25.2,1.1,15.2,98.9,165,16624,12493,100.0,75.2,BW17,165,Zwickau,GE,"Werdau, Stadt",,17367,12078,576,11502,3751,3413,1430,x,478,x,1404,x,x,x,x,x,x,x,x,880,x,x,146,x,x,x,162,11916,3381,2210,1314,3192,303,126,841,31,112,5,14,31,31,30,102,169,24,SPD
14524310,"Wildenfels, Stadt",634,323,321,196,62,649,22,389,2574,24.6,12.5,12.5,7.6,2.4,25.2,0.8,15.1,99.2,165,2964,2596,100.0,87.6,BW17,165,Zwickau,GE,"Wildenfels, Stadt",,3051,2389,127,2262,791,534,248,x,101,x,308,x,x,x,x,x,x,x,x,262,x,x,18,x,x,x,34,2355,747,316,225,699,56,27,184,5,20,2,1,9,3,6,17,32,6,SPD
14524320,"Wilkau-Haßlau, Stadt",1404,704,702,457,134,1415,63,865,5681,24.7,12.4,12.4,8.0,2.4,24.9,1.1,15.2,98.9,165,8322,5744,100.0,69.0,BW17,165,Zwickau,GE,"Wilkau-Haßlau, Stadt",,8481,5993,315,5678,1860,1537,704,x,235,x,732,x,x,x,x,x,x,x,x,555,x,x,55,x,x,x,79,5914,1717,1006,625,1639,138,50,477,28,64,2,9,6,8,14,38,86,7,SPD
14524330,"Zwickau, Stadt",11075,5493,5474,3203,1400,10938,453,6401,43984,25.2,12.5,12.4,7.3,3.2,24.9,1.0,14.6,99.0,165,71286,44437,100.0,62.3,BW17,165,Zwickau,GE,"Zwickau, Stadt",,74554,52575,2613,49962,14923,13972,6386,x,2580,x,6352,x,x,x,x,x,x,x,x,5184,x,x,565,x,x,x,723,51852,14391,9332,5826,14000,1646,371,3794,164,469,36,76,105,76,92,564,841,69,AfD
14625010,Arnsdorf,639,324,323,238,102,626,32,269,2521,25.3,12.9,12.8,9.4,4.0,24.8,1.3,10.7,98.7,160,3982,2553,100.0,64.1,BW17,160,Dresden II - Bautzen II,GE,Arnsdorf,,3928,2898,44,2854,885,331,292,859,104,22,179,32,64,16,8,24,38,x,x,x,x,x,x,x,x,x,29,2869,817,335,257,870,114,39,278,25,31,6,4,14,6,8,27,31,7,AfD
14625020,"Bautzen, Stadt",4781,2438,2400,1497,616,4735,171,2758,19225,24.9,12.7,12.5,7.8,3.2,24.6,0.9,14.3,99.1,156,31313,19396,100.0,61.9,BW17,156,Bautzen I,GE,"Bautzen, Stadt",J,32508,24104,340,23764,6313,4131,2544,7999,586,x,1455,x,482,122,x,x,x,132,x,x,x,x,x,x,x,x,330,23774,5763,3645,2217,7687,774,432,1835,103,329,49,25,104,49,72,289,362,39,AfD
14625030,"Bernsdorf, Stadt",989,494,500,232,71,992,37,695,3973,24.9,12.4,12.6,5.8,1.8,25.0,0.9,17.5,99.1,156,5322,4010,100.0,75.3,BW17,156,Bautzen I,GE,"Bernsdorf, Stadt",J,5447,4345,59,4286,1560,687,374,1329,63,x,182,x,64,15,x,x,x,12,x,x,x,x,x,x,x,x,70,4275,1172,719,394,1354,73,74,260,20,50,12,2,8,13,10,48,61,5,SPD
14625040,"Bischofswerda, Stadt",1507,753,756,446,151,1522,57,924,6059,24.9,12.4,12.5,7.4,2.5,25.1,0.9,15.3,99.1,156,9034,6116,100.0,67.7,BW17,156,Bautzen I,GE,"Bischofswerda, Stadt",J,9332,6583,124,6459,1732,988,913,2114,123,x,399,x,124,34,x,x,x,32,x,x,x,x,x,x,x,x,116,6467,1659,989,668,2081,162,102,474,35,86,11,2,24,10,13,53,95,3,SPD
14625060,Burkau,371,187,187,111,23,380,19,251,1510,24.6,12.4,12.4,7.4,1.5,25.2,1.2,16.6,98.8,156,2187,1529,100.0,69.9,BW17,156,Bautzen I,GE,Burkau,,2162,1547,20,1527,443,146,258,541,23,x,78,x,32,3,x,x,x,3,x,x,x,x,x,x,x,x,20,1527,448,141,159,574,22,18,109,2,16,2,0,8,1,1,11,12,3,SPD
14625080,Crostwitz,144,79,75,55,20,148,7,83,604,23.8,13.1,12.4,9.1,3.3,24.5,1.1,13.7,98.9,156,832,611,100.0,73.4,BW17,156,Bautzen I,GE,Crostwitz,,831,547,5,542,302,60,30,95,10,x,38,x,4,1,x,x,x,2,x,x,x,x,x,x,x,x,11,536,253,51,28,109,17,1,51,3,8,0,0,0,1,4,4,6,0,SPD
14625090,Cunewalde,726,357,350,209,49,707,25,462,2860,25.4,12.5,12.2,7.3,1.7,24.7,0.9,16.2,99.1,156,3896,2885,100.0,74.1,BW17,156,Bautzen I,GE,Cunewalde,,4005,2476,32,2444,743,346,201,914,37,x,149,x,42,7,x,x,x,5,x,x,x,x,x,x,x,x,34,2442,664,311,180,938,39,28,170,7,27,2,3,9,1,8,17,35,3,AfD
14625100,Demitz-Thumitz,432,211,211,138,24,427,18,278,1721,25.1,12.3,12.3,8.0,1.4,24.8,1.0,16.2,99.0,156,2190,1739,100.0,79.4,BW17,156,Bautzen I,GE,Demitz-Thumitz,,2249,1509,32,1477,435,183,143,573,12,x,85,x,24,11,x,x,x,11,x,x,x,x,x,x,x,x,38,1471,378,188,130,553,18,26,114,3,13,1,0,8,2,1,9,26,1,AfD
14625110,Doberschau-Gaußig,578,285,276,203,62,563,28,280,2247,25.7,12.7,12.3,9.0,2.8,25.1,1.2,12.5,98.8,156,3386,2275,100.0,67.2,BW17,156,Bautzen I,GE,Doberschau-Gaußig,,3418,2368,36,2332,703,236,168,958,45,x,162,x,47,5,x,x,x,8,x,x,x,x,x,x,x,x,40,2328,605,215,137,928,62,46,208,12,31,4,0,5,3,12,30,28,2,AfD
14625120,Elsterheide,503,253,250,209,38,506,20,266,2025,24.8,12.5,12.3,10.3,1.9,25.0,1.0,13.1,99.0,156,2899,2045,100.0,70.5,BW17,156,Bautzen I,GE,Elsterheide,J,2962,2599,40,2559,959,404,205,749,40,x,147,x,40,5,x,x,x,10,x,x,x,x,x,x,x,x,31,2568,782,370,215,759,47,18,260,7,37,6,3,9,1,7,28,15,4,SPD
14625130,"Elstra, Stadt",427,208,211,123,44,421,19,276,1710,25.0,12.2,12.3,7.2,2.6,24.6,1.1,16.1,98.9,156,2052,1729,100.0,84.3,BW17,156,Bautzen I,GE,"Elstra, Stadt",,2300,1536,34,1502,442,184,142,586,27,x,92,x,26,1,x,x,x,2,x,x,x,x,x,x,x,x,30,1506,396,189,106,584,32,32,109,9,14,0,0,3,1,1,14,14,2,AfD
14625140,Frankenthal,120,57,59,33,6,123,3,75,473,25.4,12.1,12.5,7.0,1.3,26.0,0.6,15.9,99.4,156,761,476,100.0,62.5,BW17,156,Bautzen I,GE,Frankenthal,,767,520,15,505,178,50,65,161,7,x,31,x,7,3,x,x,x,3,x,x,x,x,x,x,x,x,16,504,169,50,50,162,6,12,32,4,3,1,0,2,1,3,3,5,1,SPD
14625150,Göda,468,248,247,134,42,500,28,292,1931,24.2,12.8,12.8,6.9,2.2,25.9,1.4,15.1,98.6,156,2486,1959,100.0,78.8,BW17,156,Bautzen I,GE,Göda,J,2576,2531,35,2496,781,295,249,862,49,x,158,x,65,6,x,x,x,31,x,x,x,x,x,x,x,x,37,2494,709,281,201,870,56,32,190,8,56,3,2,13,6,5,34,25,3,SPD
14625160,Großdubrau,554,283,284,158,43,564,21,345,2231,24.8,12.7,12.7,7.1,1.9,25.3,0.9,15.5,99.1,156,3540,2252,100.0,63.6,BW17,156,Bautzen I,GE,Großdubrau,,3555,2411,37,2374,622,289,175,1028,42,x,137,x,70,8,x,x,x,3,x,x,x,x,x,x,x,x,44,2367,570,260,160,1003,46,33,166,9,49,4,5,11,9,6,15,18,3,SPD
14625170,Großharthau,349,172,180,127,40,349,18,189,1406,24.8,12.2,12.8,9.0,2.8,24.8,1.3,13.4,98.7,156,2367,1424,100.0,60.2,BW17,156,Bautzen I,GE,Großharthau,J,2295,2117,28,2089,644,262,253,632,55,x,146,x,61,10,x,x,x,26,x,x,x,x,x,x,x,x,25,2092,584,241,209,642,58,29,192,4,32,5,2,9,8,11,22,41,3,AfD
14625180,Großnaundorf,131,68,66,49,11,133,5,72,530,24.7,12.8,12.5,9.2,2.1,25.1,0.9,13.6,99.1,156,797,535,100.0,67.1,BW17,156,Bautzen I,GE,Großnaundorf,,807,588,12,576,171,73,50,212,8,x,35,x,24,3,x,x,x,0,x,x,x,x,x,x,x,x,5,583,138,61,50,221,11,13,52,2,13,0,2,2,0,2,6,9,1,SPD
14625190,Großpostwitz/O.L.,437,217,222,137,41,443,15,257,1754,24.9,12.4,12.7,7.8,2.3,25.3,0.8,14.7,99.2,156,2259,1769,100.0,78.3,BW17,156,Bautzen I,GE,Großpostwitz/O.L.,J,2284,2634,24,2610,816,353,236,889,56,x,175,x,58,5,x,x,x,22,x,x,x,x,x,x,x,x,23,2611,737,335,211,866,62,40,221,8,29,4,1,14,7,10,19,42,5,SPD
14625200,"Großröhrsdorf, Stadt",1352,678,673,499,179,1340,58,677,5398,25.0,12.6,12.5,9.2,3.3,24.8,1.1,12.5,98.9,160,8011,5456,100.0,68.1,BW17,160,Dresden II - Bautzen II,GE,"Großröhrsdorf, Stadt",,7846,5809,115,5694,1681,739,532,1805,162,68,400,40,121,23,5,52,66,x,x,x,x,x,x,x,x,x,106,5703,1465,743,533,1873,186,78,535,38,83,9,6,12,8,20,48,62,4,AfD
14625220,Haselbachtal,557,280,268,173,60,546,26,290,2174,25.6,12.9,12.3,8.0,2.8,25.1,1.2,13.3,98.8,156,3312,2200,100.0,66.4,BW17,156,Bautzen I,GE,Haselbachtal,J,3449,2927,53,2874,925,376,303,901,72,x,188,x,75,15,x,x,x,19,x,x,x,x,x,x,x,x,51,2876,816,371,284,910,87,33,226,10,50,5,3,12,6,3,17,41,2,AfD
14625230,Hochkirch,248,125,127,88,25,243,9,141,997,24.9,12.5,12.7,8.8,2.5,24.4,0.9,14.1,99.1,156,1748,1006,100.0,57.6,BW17,156,Bautzen I,GE,Hochkirch,,1867,1318,16,1302,411,134,100,513,23,x,82,x,29,7,x,x,x,3,x,x,x,x,x,x,x,x,22,1296,349,125,80,502,31,17,115,4,21,5,0,10,1,2,11,21,2,AfD
14625240,"Hoyerswerda, Stadt",4429,2195,2244,1209,311,4463,172,3002,17853,24.8,12.3,12.6,6.8,1.7,25.0,1.0,16.8,99.0,156,28260,18025,100.0,63.8,BW17,156,Bautzen I,GE,"Hoyerswerda, Stadt",,28738,20030,321,19709,5512,4465,2350,5686,309,x,863,x,406,67,x,x,x,51,x,x,x,x,x,x,x,x,315,19715,4811,4126,2385,5509,346,211,1302,87,370,26,22,67,35,32,137,234,15,SPD
14625250,"Kamenz, Stadt",2525,1259,1256,802,269,2490,100,1423,10024,25.2,12.6,12.5,8.0,2.7,24.8,1.0,14.2,99.0,156,13726,10124,100.0,73.8,BW17,156,Bautzen I,GE,"Kamenz, Stadt",J,12295,8925,147,8778,2493,1690,890,2694,226,x,523,x,183,45,x,x,x,34,x,x,x,x,x,x,x,x,142,8783,2116,1595,828,2728,230,101,704,40,120,12,3,31,11,26,76,149,13,AfD
14625270,"Königsbrück, Stadt",703,352,362,250,68,716,32,443,2894,24.3,12.2,12.5,8.6,2.3,24.7,1.1,15.3,98.9,156,3769,2926,100.0,77.6,BW17,156,Bautzen I,GE,"Königsbrück, Stadt",J,3631,3182,34,3148,1008,412,284,1024,73,x,217,x,103,9,x,x,x,18,x,x,x,x,x,x,x,x,39,3143,884,384,262,1044,75,51,282,5,58,5,3,7,5,10,20,43,5,SPD
14625280,Königswartha,540,281,270,159,45,538,24,352,2185,24.7,12.9,12.4,7.3,2.1,24.6,1.1,16.1,98.9,156,2866,2209,100.0,77.1,BW17,156,Bautzen I,GE,Königswartha,J,2883,2663,41,2622,743,339,229,996,51,x,165,x,78,11,x,x,x,10,x,x,x,x,x,x,x,x,39,2624,699,318,207,962,58,39,197,6,71,1,1,9,6,4,8,36,2,AfD
14625290,Kubschütz,325,164,162,106,30,330,11,174,1291,25.2,12.7,12.5,8.2,2.3,25.6,0.8,13.5,99.2,156,2086,1302,100.0,62.4,BW17,156,Bautzen I,GE,Kubschütz,,2113,1554,35,1519,466,197,109,590,24,x,101,x,26,2,x,x,x,4,x,x,x,x,x,x,x,x,34,1520,408,170,106,580,34,34,122,4,13,0,2,4,2,3,13,22,3,SPD
14625300,Laußnitz,236,120,120,91,26,241,12,150,984,24.0,12.2,12.2,9.2,2.6,24.5,1.2,15.2,98.8,156,1524,996,100.0,65.4,BW17,156,Bautzen I,GE,Laußnitz,,1534,1050,18,1032,331,124,96,345,23,x,77,x,34,1,x,x,x,1,x,x,x,x,x,x,x,x,18,1032,283,112,85,350,27,19,93,2,23,0,1,2,3,2,12,16,2,SPD
14625310,"Lauta, Stadt",1201,603,602,299,90,1193,48,804,4792,25.1,12.6,12.6,6.2,1.9,24.9,1.0,16.8,99.0,156,6999,4840,100.0,69.2,BW17,156,Bautzen I,GE,"Lauta, Stadt",,7340,5110,74,5036,1478,872,549,1591,168,x,228,x,117,21,x,x,x,12,x,x,x,x,x,x,x,x,78,5032,1268,875,541,1544,93,90,312,22,110,8,4,10,14,21,40,76,4,AfD
14625320,Lichtenberg,249,133,126,89,36,260,7,132,1025,24.3,13.0,12.3,8.7,3.5,25.4,0.7,12.9,99.3,156,1339,1032,100.0,77.1,BW17,156,Bautzen I,GE,Lichtenberg,,1337,899,14,885,284,132,78,290,28,x,46,x,23,1,x,x,x,3,x,x,x,x,x,x,x,x,14,885,238,114,79,301,29,12,72,2,14,0,0,1,1,1,8,12,1,SPD
14625330,Lohsa,650,329,332,181,37,671,27,438,2638,24.6,12.5,12.6,6.9,1.4,25.4,1.0,16.6,99.0,156,4446,2665,100.0,59.9,BW17,156,Bautzen I,GE,Lohsa,,4570,3734,47,3687,1084,533,324,1441,47,x,169,x,71,12,x,x,x,6,x,x,x,x,x,x,x,x,50,3684,1005,500,349,1323,52,42,250,13,68,4,5,3,5,6,20,36,3,SPD
14625340,Malschwitz,719,360,354,191,56,727,28,450,2857,25.2,12.6,12.4,6.7,2.0,25.4,1.0,15.8,99.0,156,3845,2885,100.0,75.0,BW17,156,Bautzen I,GE,Malschwitz,J,3908,3575,40,3535,1057,454,268,1367,57,x,224,x,72,18,x,x,x,18,x,x,x,x,x,x,x,x,45,3530,992,412,244,1325,68,66,242,9,57,6,2,12,6,11,21,56,1,SPD
14625350,Nebelschütz,135,67,65,54,16,132,6,66,535,25.2,12.5,12.1,10.1,3.0,24.7,1.1,12.3,98.9,156,911,541,100.0,59.4,BW17,156,Bautzen I,GE,Nebelschütz,,909,699,16,683,331,53,58,157,13,x,45,x,20,6,x,x,x,0,x,x,x,x,x,x,x,x,16,683,286,48,47,159,20,5,73,0,12,1,0,3,0,16,3,10,0,AfD
14625360,Neschwitz,267,134,139,78,22,267,8,188,1095,24.4,12.2,12.7,7.1,2.0,24.4,0.7,17.2,99.3,156,1891,1103,100.0,58.3,BW17,156,Bautzen I,GE,Neschwitz,,1991,1362,19,1343,362,156,118,581,24,x,69,x,19,5,x,x,x,9,x,x,x,x,x,x,x,x,26,1336,326,146,115,557,25,20,92,4,22,1,1,1,1,2,6,17,0,AfD
14625370,Neukirch,206,97,98,46,21,200,9,139,807,25.5,12.0,12.1,5.7,2.6,24.8,1.1,17.2,98.9,156,1350,816,100.0,60.4,BW17,156,Bautzen I,GE,Neukirch,,1374,945,18,927,275,128,75,356,13,x,49,x,25,5,x,x,x,1,x,x,x,x,x,x,x,x,18,927,216,121,74,353,24,21,50,5,23,3,2,2,0,6,9,17,1,AfD
14625380,Neukirch/Lausitz,632,302,312,189,50,598,26,366,2449,25.8,12.3,12.7,7.7,2.0,24.4,1.1,14.9,98.9,156,4322,2475,100.0,57.3,BW17,156,Bautzen I,GE,Neukirch/Lausitz,J,4136,3559,52,3507,981,491,349,1238,61,x,226,x,88,22,x,x,x,51,x,x,x,x,x,x,x,x,56,3503,930,446,278,1229,71,53,281,13,60,8,1,17,0,7,39,62,8,AfD
14625390,Obergurig,280,144,145,111,27,293,12,174,1174,23.9,12.3,12.4,9.5,2.3,25.0,1.0,14.8,99.0,156,1730,1186,100.0,68.6,BW17,156,Bautzen I,GE,Obergurig,,1735,1218,18,1200,304,163,97,469,30,x,89,x,39,6,x,x,x,3,x,x,x,x,x,x,x,x,15,1203,280,144,97,447,28,21,114,7,26,0,3,4,3,2,7,19,1,SPD
14625410,Ohorn,189,96,103,74,19,203,7,107,791,23.9,12.1,13.0,9.4,2.4,25.7,0.9,13.5,99.1,156,1984,798,100.0,40.2,BW17,156,Bautzen I,GE,Ohorn,,1979,1317,19,1298,377,215,114,436,27,x,89,x,30,9,x,x,x,1,x,x,x,x,x,x,x,x,19,1298,340,203,101,432,27,15,116,5,20,5,1,1,5,0,10,16,1,SPD
14625420,Oßling,340,175,171,80,29,340,12,249,1384,24.6,12.6,12.4,5.8,2.1,24.6,0.9,18.0,99.1,156,1831,1396,100.0,76.2,BW17,156,Bautzen I,GE,Oßling,,1912,1298,42,1256,385,159,112,505,24,x,37,x,26,7,x,x,x,1,x,x,x,x,x,x,x,x,36,1262,294,174,117,520,29,18,65,2,14,0,0,1,2,2,6,18,0,AfD
14625430,Ottendorf-Okrilla,1620,806,792,737,279,1613,58,545,6392,25.3,12.6,12.4,11.5,4.4,25.2,0.9,8.5,99.1,160,8204,6450,100.0,78.6,BW17,160,Dresden II - Bautzen II,GE,Ottendorf-Okrilla,,8146,6631,109,6522,1978,820,592,1947,246,61,497,51,133,10,10,93,84,x,x,x,x,x,x,x,x,x,96,6535,1686,801,542,2030,290,84,741,38,93,5,6,21,10,46,64,72,6,AfD
14625440,Panschwitz-Kuckau,285,140,145,103,44,288,11,147,1152,24.7,12.2,12.6,8.9,3.8,25.0,0.9,12.8,99.1,156,1658,1163,100.0,70.1,BW17,156,Bautzen I,GE,Panschwitz-Kuckau,J,1673,1675,15,1660,853,163,154,294,46,x,99,x,41,8,x,x,x,2,x,x,x,x,x,x,x,x,14,1661,787,124,117,312,62,13,143,6,27,3,0,9,5,11,25,13,4,SPD
14625450,"Pulsnitz, Stadt",1008,508,501,389,109,1019,44,522,4056,24.9,12.5,12.4,9.6,2.7,25.1,1.1,12.9,98.9,156,6274,4100,100.0,65.3,BW17,156,Bautzen I,GE,"Pulsnitz, Stadt",J,6249,5189,65,5124,1473,748,614,1559,125,x,396,x,157,20,x,x,x,32,x,x,x,x,x,x,x,x,70,5119,1295,713,522,1582,149,72,494,26,69,8,8,18,13,14,55,77,4,SPD
14625460,Puschwitz,83,42,44,19,9,88,4,53,338,24.6,12.4,13.0,5.6,2.7,26.0,1.2,15.7,98.8,156,623,342,100.0,54.9,BW17,156,Bautzen I,GE,Puschwitz,,673,454,11,443,150,45,34,169,9,x,23,x,11,2,x,x,x,0,x,x,x,x,x,x,x,x,13,441,138,45,27,164,11,7,24,2,8,0,0,2,0,3,1,8,1,SPD
14625470,Räckelwitz,177,88,88,45,37,190,10,110,735,24.1,12.0,12.0,6.1,5.0,25.9,1.3,15.0,98.7,156,874,745,100.0,85.2,BW17,156,Bautzen I,GE,Räckelwitz,,883,566,8,558,282,46,45,129,19,x,21,x,15,0,x,x,x,1,x,x,x,x,x,x,x,x,6,560,242,47,39,141,28,4,33,2,7,0,1,0,2,4,7,3,0,SPD
14625480,"Radeberg, Stadt",2675,1347,1373,1015,458,2750,110,1274,10892,24.6,12.4,12.6,9.3,4.2,25.2,1.0,11.7,99.0,160,15139,11002,100.0,72.7,BW17,160,Dresden II - Bautzen II,GE,"Radeberg, Stadt",,15243,11751,177,11574,3290,1647,1344,3243,436,114,832,90,247,37,20,147,127,x,x,x,x,x,x,x,x,x,142,11609,3018,1594,1259,3344,486,131,1092,59,185,19,14,50,28,72,100,145,13,SPD
14625490,Radibor,316,161,150,96,31,316,15,168,1238,25.5,13.0,12.1,7.8,2.5,25.5,1.2,13.6,98.8,156,2510,1253,100.0,49.9,BW17,156,Bautzen I,GE,Radibor,,2521,1783,32,1751,628,189,103,638,34,x,108,x,41,6,x,x,x,4,x,x,x,x,x,x,x,x,41,1742,547,165,111,631,41,31,132,2,29,2,1,12,4,6,4,23,1,AfD
14625500,Ralbitz-Rosenthal,212,104,106,83,24,210,9,102,841,25.2,12.4,12.6,9.9,2.9,25.0,1.1,12.1,98.9,156,1325,850,100.0,64.2,BW17,156,Bautzen I,GE,Ralbitz-Rosenthal,,1341,953,17,936,494,65,55,216,18,x,67,x,16,2,x,x,x,3,x,x,x,x,x,x,x,x,16,937,420,70,54,217,26,8,96,2,10,0,2,3,1,5,15,5,3,AfD
14625510,Rammenau,170,90,91,60,17,185,7,103,716,23.7,12.6,12.7,8.4,2.4,25.8,1.0,14.4,99.0,156,1089,723,100.0,66.4,BW17,156,Bautzen I,GE,Rammenau,,1117,797,11,786,259,79,81,264,24,x,50,x,24,1,x,x,x,4,x,x,x,x,x,x,x,x,16,781,225,76,63,262,19,14,68,3,16,2,1,3,1,0,7,21,0,SPD
14625525,"Schirgiswalde-Kirschau, Stadt",726,364,369,260,71,726,25,436,2952,24.6,12.3,12.5,8.8,2.4,24.6,0.8,14.8,99.2,156,5111,2977,100.0,58.2,BW17,156,Bautzen I,GE,"Schirgiswalde-Kirschau, Stadt",,5262,4221,50,4171,1539,441,368,1278,87,x,307,x,107,17,x,x,x,27,x,x,x,x,x,x,x,x,54,4167,1415,409,325,1264,99,59,361,16,64,7,4,22,14,18,39,43,8,AfD
14625530,Schmölln-Putzkau,507,250,249,148,54,507,21,300,2015,25.2,12.4,12.4,7.3,2.7,25.2,1.0,14.9,99.0,156,2536,2036,100.0,80.3,BW17,156,Bautzen I,GE,Schmölln-Putzkau,,2572,1700,20,1680,419,237,171,640,35,x,100,x,38,8,x,x,x,32,x,x,x,x,x,x,x,x,22,1678,414,238,125,632,45,35,117,8,26,1,0,4,3,4,4,19,3,AfD
14625550,Schwepnitz,377,189,184,115,38,370,15,224,1497,25.2,12.6,12.3,7.7,2.5,24.7,1.0,15.0,99.0,156,2048,1512,100.0,73.8,BW17,156,Bautzen I,GE,Schwepnitz,,2098,1483,35,1448,478,203,145,476,28,x,79,x,32,5,x,x,x,2,x,x,x,x,x,x,x,x,28,1455,405,197,141,464,37,36,104,5,28,1,2,1,1,5,2,22,4,AfD
14625560,Sohland a. d. Spree,1115,559,548,314,99,1112,41,704,4451,25.1,12.6,12.3,7.1,2.2,25.0,0.9,15.8,99.1,156,5527,4492,100.0,81.3,BW17,156,Bautzen I,GE,Sohland a. d. Spree,J,5610,4614,68,4546,1419,526,361,1659,84,x,253,x,168,15,x,x,x,61,x,x,x,x,x,x,x,x,72,4542,1268,490,347,1616,105,89,327,16,120,4,5,17,10,13,34,75,6,AfD
14625570,Spreetal,350,174,173,98,23,351,16,238,1407,24.9,12.4,12.3,7.0,1.6,24.9,1.1,16.9,98.9,156,1695,1423,100.0,84.0,BW17,156,Bautzen I,GE,Spreetal,,1646,1182,23,1159,335,204,118,413,16,x,58,x,13,0,x,x,x,2,x,x,x,x,x,x,x,x,29,1153,287,170,124,401,19,17,76,5,14,1,2,5,2,1,12,13,4,SPD
14625580,Steina,253,129,128,96,28,238,6,119,991,25.5,13.0,12.9,9.7,2.8,24.0,0.6,12.0,99.4,156,1389,997,100.0,71.8,BW17,156,Bautzen I,GE,Steina,,1358,955,13,942,290,132,106,280,23,x,84,x,20,5,x,x,x,2,x,x,x,x,x,x,x,x,14,941,259,132,85,299,23,16,94,3,11,1,1,4,1,1,3,7,1,AfD
14625590,Steinigtwolmsdorf,396,195,199,135,37,389,14,229,1580,25.1,12.3,12.6,8.5,2.3,24.6,0.9,14.5,99.1,156,2368,1594,100.0,67.3,BW17,156,Bautzen I,GE,Steinigtwolmsdorf,,2462,1722,31,1691,484,214,148,647,31,x,104,x,45,9,x,x,x,9,x,x,x,x,x,x,x,x,36,1686,415,201,142,621,38,28,146,7,33,3,0,1,3,3,15,28,2,AfD
14625600,Wachau,628,310,320,208,95,624,28,325,2510,25.0,12.4,12.7,8.3,3.8,24.9,1.1,12.9,98.9,160,3481,2538,100.0,72.9,BW17,160,Dresden II - Bautzen II,GE,Wachau,,3489,2959,46,2913,890,346,216,946,118,27,200,20,67,16,6,34,27,x,x,x,x,x,x,x,x,x,47,2912,799,349,211,1002,111,32,246,14,50,8,3,6,3,12,17,42,7,AfD
14625610,"Weißenberg, Stadt",522,249,252,175,45,519,15,278,2040,25.6,12.2,12.4,8.6,2.2,25.4,0.7,13.6,99.3,156,2485,2055,100.0,82.7,BW17,156,Bautzen I,GE,"Weißenberg, Stadt",J,2564,2351,34,2317,791,269,170,813,40,x,150,x,54,11,x,x,x,19,x,x,x,x,x,x,x,x,28,2323,695,246,132,840,54,38,204,7,36,5,0,8,9,11,11,26,1,AfD
14625630,"Wilthen, Stadt",678,337,340,201,66,678,28,429,2729,24.8,12.3,12.5,7.4,2.4,24.8,1.0,15.7,99.0,156,4067,2757,100.0,67.8,BW17,156,Bautzen I,GE,"Wilthen, Stadt",,4319,2757,36,2721,820,340,274,981,54,x,172,x,63,6,x,x,x,11,x,x,x,x,x,x,x,x,42,2715,750,323,241,975,66,43,176,2,43,1,4,9,9,7,18,45,3,AfD
14625640,"Wittichenau, Stadt",824,420,418,250,58,848,34,530,3348,24.6,12.5,12.5,7.5,1.7,25.3,1.0,15.8,99.0,156,4649,3382,100.0,72.7,BW17,156,Bautzen I,GE,"Wittichenau, Stadt",,4693,3847,49,3798,1854,338,244,1055,70,x,149,x,61,8,x,x,x,19,x,x,x,x,x,x,x,x,47,3800,1575,325,261,1071,69,42,286,11,69,0,4,11,13,4,26,28,5,SPD
