AGS,Ort,KreisId,KreisName,Gewinner_Partei,Gewinner_Name,Gewinner_c,Partei_1,Partei_1_k,Partei_1_c,Partei_1_a,Partei_2,Partei_2_k,Partei_2_c,Partei_2_a,Partei_3,Partei_3_k,Partei_3_c,Partei_3_a,fließtext_rest
14521160,"Ehrenfriedersdorf, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.4,AfD,"Dietz, Thomas",#009ee0,25.2,CDU,"Krauß, Alexander",#32302e,12.7," +++ Krauß, Alexander (CDU), 12.7% +++ Bünger, Clara Anne (DIE LINKE), 12.1% +++ Schmiedel, Andreas (FREIE WÄHLER), 7.0% +++ Staat, Carsten (Die PARTEI), 6.8% +++ Harzer, Ulrike (FDP), 6.1% +++ Schilling, Jennifer Sophie (V-Partei³), 2.6% +++ Walter, Sebastian (GRÜNE), 2.1% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521170,"Eibenstock, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.3,SPD,"Heider, Dr. Silvio",#e3000f,25.0,LINKE,"Bünger, Clara Anne",#b5152b,12.7," +++ Bünger, Clara Anne (DIE LINKE), 12.7% +++ Krauß, Alexander (CDU), 12.5% +++ Staat, Carsten (Die PARTEI), 12.3% +++ Harzer, Ulrike (FDP), 5.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 3.7% +++ Walter, Sebastian (GRÜNE), 2.9% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521180,"Elterlein, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,24.5,SPD,"Heider, Dr. Silvio",#e3000f,24.5,LINKE,"Bünger, Clara Anne",#b5152b,12.4," +++ Bünger, Clara Anne (DIE LINKE), 12.4% +++ Krauß, Alexander (CDU), 12.3% +++ Staat, Carsten (Die PARTEI), 11.2% +++ Harzer, Ulrike (FDP), 7.4% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.8% +++ Walter, Sebastian (GRÜNE), 2.8% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521200,Gelenau/Erzgeb.,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.6,AfD,"Dietz, Thomas",#009ee0,25.0,LINKE,"Bünger, Clara Anne",#b5152b,12.7," +++ Bünger, Clara Anne (DIE LINKE), 12.7% +++ Krauß, Alexander (CDU), 12.6% +++ Staat, Carsten (Die PARTEI), 10.7% +++ Harzer, Ulrike (FDP), 6.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 3.5% +++ Walter, Sebastian (GRÜNE), 3.2% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521210,"Geyer, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.8,AfD,"Dietz, Thomas",#009ee0,25.4,Die PARTEI,"Staat, Carsten",#b5152b,13.2," +++ Staat, Carsten (Die PARTEI), 13.2% +++ Bünger, Clara Anne (DIE LINKE), 12.8% +++ Krauß, Alexander (CDU), 12.7% +++ Harzer, Ulrike (FDP), 6.8% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.6% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521220,Gornau/Erzgeb.,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.2,SPD,"Heider, Dr. Silvio",#e3000f,24.9,LINKE,"Bünger, Clara Anne",#b5152b,12.7," +++ Bünger, Clara Anne (DIE LINKE), 12.7% +++ Krauß, Alexander (CDU), 12.6% +++ Staat, Carsten (Die PARTEI), 9.8% +++ Harzer, Ulrike (FDP), 8.7% +++ Walter, Sebastian (GRÜNE), 3.3% +++ Schmiedel, Andreas (FREIE WÄHLER), 2.9% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521240,Großolbersdorf,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.3,AfD,"Dietz, Thomas",#009ee0,24.5,CDU,"Krauß, Alexander",#32302e,12.7," +++ Krauß, Alexander (CDU), 12.7% +++ Bünger, Clara Anne (DIE LINKE), 12.3% +++ Staat, Carsten (Die PARTEI), 11.7% +++ Harzer, Ulrike (FDP), 9.0% +++ Walter, Sebastian (GRÜNE), 2.9% +++ Schmiedel, Andreas (FREIE WÄHLER), 1.7% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521250,Großrückerswalde,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,24.8,SPD,"Heider, Dr. Silvio",#e3000f,24.7,Die PARTEI,"Staat, Carsten",#b5152b,15.6," +++ Staat, Carsten (Die PARTEI), 15.6% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Krauß, Alexander (CDU), 12.3% +++ Harzer, Ulrike (FDP), 7.3% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.1% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521260,"Grünhain-Beierfeld, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.2,SPD,"Heider, Dr. Silvio",#e3000f,24.8,CDU,"Krauß, Alexander",#32302e,12.5," +++ Krauß, Alexander (CDU), 12.5% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Staat, Carsten (Die PARTEI), 12.5% +++ Harzer, Ulrike (FDP), 6.3% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.3% +++ Walter, Sebastian (GRÜNE), 1.8% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521270,Grünhainichen,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.7,SPD,"Heider, Dr. Silvio",#e3000f,25.2,LINKE,"Bünger, Clara Anne",#b5152b,12.7," +++ Bünger, Clara Anne (DIE LINKE), 12.7% +++ Krauß, Alexander (CDU), 12.5% +++ Harzer, Ulrike (FDP), 9.5% +++ Staat, Carsten (Die PARTEI), 9.0% +++ Schmiedel, Andreas (FREIE WÄHLER), 3.0% +++ Walter, Sebastian (GRÜNE), 2.5% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521280,Heidersdorf,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.3,AfD,"Dietz, Thomas",#009ee0,24.7,LINKE,"Bünger, Clara Anne",#b5152b,12.9," +++ Bünger, Clara Anne (DIE LINKE), 12.9% +++ Harzer, Ulrike (FDP), 12.9% +++ Krauß, Alexander (CDU), 12.4% +++ Staat, Carsten (Die PARTEI), 8.8% +++ Walter, Sebastian (GRÜNE), 3.0% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.0% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521320,"Johanngeorgenstadt, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,25.0,LINKE,"Bünger, Clara Anne",#b5152b,12.9," +++ Bünger, Clara Anne (DIE LINKE), 12.9% +++ Krauß, Alexander (CDU), 12.3% +++ Staat, Carsten (Die PARTEI), 7.6% +++ Schmiedel, Andreas (FREIE WÄHLER), 5.5% +++ Harzer, Ulrike (FDP), 4.9% +++ Schilling, Jennifer Sophie (V-Partei³), 4.3% +++ Walter, Sebastian (GRÜNE), 1.3% +++ Weiß, Grit (dieBasis), 1.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521330,"Jöhstadt, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.4,SPD,"Heider, Dr. Silvio",#e3000f,25.3,Die PARTEI,"Staat, Carsten",#b5152b,16.7," +++ Staat, Carsten (Die PARTEI), 16.7% +++ Bünger, Clara Anne (DIE LINKE), 12.3% +++ Krauß, Alexander (CDU), 12.1% +++ Harzer, Ulrike (FDP), 6.0% +++ Walter, Sebastian (GRÜNE), 2.3% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.0% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521340,Königswalde,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.4,SPD,"Heider, Dr. Silvio",#e3000f,24.9,CDU,"Krauß, Alexander",#32302e,12.5," +++ Krauß, Alexander (CDU), 12.5% +++ Bünger, Clara Anne (DIE LINKE), 12.2% +++ Staat, Carsten (Die PARTEI), 8.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 8.3% +++ Harzer, Ulrike (FDP), 5.9% +++ Walter, Sebastian (GRÜNE), 2.2% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521355,"Lauter-Bernsbach, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.1,SPD,"Heider, Dr. Silvio",#e3000f,24.7,CDU,"Krauß, Alexander",#32302e,12.6," +++ Krauß, Alexander (CDU), 12.6% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Staat, Carsten (Die PARTEI), 12.3% +++ Harzer, Ulrike (FDP), 6.9% +++ Schmiedel, Andreas (FREIE WÄHLER), 3.6% +++ Walter, Sebastian (GRÜNE), 2.2% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521370,"Lößnitz, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,24.8,AfD,"Dietz, Thomas",#009ee0,24.7,CDU,"Krauß, Alexander",#32302e,12.8," +++ Krauß, Alexander (CDU), 12.8% +++ Bünger, Clara Anne (DIE LINKE), 12.6% +++ Staat, Carsten (Die PARTEI), 9.9% +++ Harzer, Ulrike (FDP), 5.9% +++ Schmiedel, Andreas (FREIE WÄHLER), 5.8% +++ Walter, Sebastian (GRÜNE), 2.8% +++ Schilling, Jennifer Sophie (V-Partei³), 0.5% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521390,"Marienberg, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,24.9,LINKE,"Bünger, Clara Anne",#b5152b,12.6," +++ Bünger, Clara Anne (DIE LINKE), 12.6% +++ Krauß, Alexander (CDU), 12.5% +++ Staat, Carsten (Die PARTEI), 10.2% +++ Harzer, Ulrike (FDP), 9.6% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 2.3% +++ Schilling, Jennifer Sophie (V-Partei³), 0.1% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521400,Mildenau,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.6,SPD,"Heider, Dr. Silvio",#e3000f,24.8,CDU,"Krauß, Alexander",#32302e,12.9," +++ Krauß, Alexander (CDU), 12.9% +++ Bünger, Clara Anne (DIE LINKE), 12.2% +++ Harzer, Ulrike (FDP), 7.9% +++ Schmiedel, Andreas (FREIE WÄHLER), 7.0% +++ Staat, Carsten (Die PARTEI), 6.0% +++ Walter, Sebastian (GRÜNE), 1.9% +++ Schilling, Jennifer Sophie (V-Partei³), 1.7% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521440,"Oberwiesenthal, Kurort, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.0,AfD,"Dietz, Thomas",#009ee0,24.5,LINKE,"Bünger, Clara Anne",#b5152b,12.3," +++ Bünger, Clara Anne (DIE LINKE), 12.3% +++ Krauß, Alexander (CDU), 12.1% +++ Harzer, Ulrike (FDP), 9.9% +++ Staat, Carsten (Die PARTEI), 9.2% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.3% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521460,"Olbernhau, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.2,SPD,"Heider, Dr. Silvio",#e3000f,25.2,CDU,"Krauß, Alexander",#32302e,12.5," +++ Krauß, Alexander (CDU), 12.5% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Harzer, Ulrike (FDP), 11.3% +++ Staat, Carsten (Die PARTEI), 9.8% +++ Walter, Sebastian (GRÜNE), 2.9% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.6% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521495,"Pockau-Lengefeld, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,24.6,CDU,"Krauß, Alexander",#32302e,12.6," +++ Krauß, Alexander (CDU), 12.6% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Staat, Carsten (Die PARTEI), 11.6% +++ Harzer, Ulrike (FDP), 8.4% +++ Schmiedel, Andreas (FREIE WÄHLER), 2.8% +++ Walter, Sebastian (GRÜNE), 2.2% +++ Schilling, Jennifer Sophie (V-Partei³), 0.3% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521500,Raschau-Markersbach,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,24.9,CDU,"Krauß, Alexander",#32302e,12.7," +++ Krauß, Alexander (CDU), 12.7% +++ Bünger, Clara Anne (DIE LINKE), 12.4% +++ Staat, Carsten (Die PARTEI), 8.2% +++ Harzer, Ulrike (FDP), 5.8% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.0% +++ Schilling, Jennifer Sophie (V-Partei³), 3.5% +++ Walter, Sebastian (GRÜNE), 2.5% +++ Weiß, Grit (dieBasis), 0.9% +++ Haustein, Simon (Bündnis C), 0.0%"
14521510,"Scheibenberg, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.7,SPD,"Heider, Dr. Silvio",#e3000f,25.6,LINKE,"Bünger, Clara Anne",#b5152b,12.9," +++ Bünger, Clara Anne (DIE LINKE), 12.9% +++ Krauß, Alexander (CDU), 12.8% +++ Staat, Carsten (Die PARTEI), 10.8% +++ Harzer, Ulrike (FDP), 6.7% +++ Walter, Sebastian (GRÜNE), 2.8% +++ Schmiedel, Andreas (FREIE WÄHLER), 2.8% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521520,"Schlettau, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.7,SPD,"Heider, Dr. Silvio",#e3000f,23.9,LINKE,"Bünger, Clara Anne",#b5152b,12.5," +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Krauß, Alexander (CDU), 12.1% +++ Staat, Carsten (Die PARTEI), 8.2% +++ Harzer, Ulrike (FDP), 7.4% +++ Schmiedel, Andreas (FREIE WÄHLER), 5.3% +++ Schilling, Jennifer Sophie (V-Partei³), 2.9% +++ Walter, Sebastian (GRÜNE), 2.1% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521530,"Schneeberg, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,24.9,CDU,"Krauß, Alexander",#32302e,12.5," +++ Krauß, Alexander (CDU), 12.5% +++ Staat, Carsten (Die PARTEI), 12.5% +++ Bünger, Clara Anne (DIE LINKE), 12.4% +++ Harzer, Ulrike (FDP), 6.3% +++ Schmiedel, Andreas (FREIE WÄHLER), 3.8% +++ Walter, Sebastian (GRÜNE), 2.5% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521540,Schönheide,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.4,SPD,"Heider, Dr. Silvio",#e3000f,24.9,CDU,"Krauß, Alexander",#32302e,12.8," +++ Krauß, Alexander (CDU), 12.8% +++ Bünger, Clara Anne (DIE LINKE), 12.7% +++ Staat, Carsten (Die PARTEI), 11.1% +++ Harzer, Ulrike (FDP), 6.1% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.1% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schilling, Jennifer Sophie (V-Partei³), 0.4% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521550,"Schwarzenberg/Erzgeb., Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.4,SPD,"Heider, Dr. Silvio",#e3000f,24.8,CDU,"Krauß, Alexander",#32302e,12.7," +++ Krauß, Alexander (CDU), 12.7% +++ Bünger, Clara Anne (DIE LINKE), 12.7% +++ Staat, Carsten (Die PARTEI), 9.0% +++ Harzer, Ulrike (FDP), 6.1% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.2% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schilling, Jennifer Sophie (V-Partei³), 2.4% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521560,Sehmatal,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,24.7,AfD,"Dietz, Thomas",#009ee0,24.4,CDU,"Krauß, Alexander",#32302e,12.6," +++ Krauß, Alexander (CDU), 12.6% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Harzer, Ulrike (FDP), 6.9% +++ Staat, Carsten (Die PARTEI), 6.2% +++ Schmiedel, Andreas (FREIE WÄHLER), 5.4% +++ Schilling, Jennifer Sophie (V-Partei³), 4.5% +++ Walter, Sebastian (GRÜNE), 2.6% +++ Weiß, Grit (dieBasis), 0.3% +++ Haustein, Simon (Bündnis C), 0.0%"
14521570,"Seiffen/Erzgeb., Kurort",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,26.1,SPD,"Heider, Dr. Silvio",#e3000f,25.2,FDP,"Harzer, Ulrike",#fccc00,13.5," +++ Harzer, Ulrike (FDP), 13.5% +++ Krauß, Alexander (CDU), 12.6% +++ Bünger, Clara Anne (DIE LINKE), 12.0% +++ Staat, Carsten (Die PARTEI), 6.2% +++ Schmiedel, Andreas (FREIE WÄHLER), 2.4% +++ Walter, Sebastian (GRÜNE), 2.0% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521600,Stützengrün,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.2,SPD,"Heider, Dr. Silvio",#e3000f,24.8,Die PARTEI,"Staat, Carsten",#b5152b,16.7," +++ Staat, Carsten (Die PARTEI), 16.7% +++ Krauß, Alexander (CDU), 12.5% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Harzer, Ulrike (FDP), 6.0% +++ Walter, Sebastian (GRÜNE), 2.1% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.2% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521610,Tannenberg,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,26.3,AfD,"Dietz, Thomas",#009ee0,25.4,LINKE,"Bünger, Clara Anne",#b5152b,12.8," +++ Bünger, Clara Anne (DIE LINKE), 12.8% +++ Krauß, Alexander (CDU), 12.6% +++ Staat, Carsten (Die PARTEI), 11.7% +++ Harzer, Ulrike (FDP), 8.6% +++ Walter, Sebastian (GRÜNE), 2.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.0% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521630,Thermalbad Wiesenbad,164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.3,SPD,"Heider, Dr. Silvio",#e3000f,25.0,Die PARTEI,"Staat, Carsten",#b5152b,15.5," +++ Staat, Carsten (Die PARTEI), 15.5% +++ Krauß, Alexander (CDU), 12.5% +++ Bünger, Clara Anne (DIE LINKE), 12.2% +++ Harzer, Ulrike (FDP), 6.6% +++ Walter, Sebastian (GRÜNE), 3.0% +++ Schmiedel, Andreas (FREIE WÄHLER), 0.0% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521640,"Thum, Stadt",164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,25.0,Die PARTEI,"Staat, Carsten",#b5152b,12.8," +++ Staat, Carsten (Die PARTEI), 12.8% +++ Bünger, Clara Anne (DIE LINKE), 12.6% +++ Krauß, Alexander (CDU), 12.3% +++ Harzer, Ulrike (FDP), 8.4% +++ Walter, Sebastian (GRÜNE), 2.5% +++ Schmiedel, Andreas (FREIE WÄHLER), 1.4% +++ Schilling, Jennifer Sophie (V-Partei³), 0.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521670,"Wolkenstein, Stadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.4,SPD,"Heider, Dr. Silvio",#e3000f,25.0,LINKE,"Bünger, Clara Anne",#b5152b,12.2," +++ Bünger, Clara Anne (DIE LINKE), 12.2% +++ Krauß, Alexander (CDU), 12.1% +++ Harzer, Ulrike (FDP), 9.3% +++ Staat, Carsten (Die PARTEI), 4.3% +++ Walter, Sebastian (GRÜNE), 3.0% +++ Weiß, Grit (dieBasis), 3.0% +++ Schilling, Jennifer Sophie (V-Partei³), 2.2% +++ Schmiedel, Andreas (FREIE WÄHLER), 1.8% +++ Haustein, Simon (Bündnis C), 1.8%"
14521690,"Zschopau, Stadt, Motorradstadt",164,Erzgebirgskreis I,AfD,"Dietz, Thomas",#009ee0,AfD,"Dietz, Thomas",#009ee0,25.1,SPD,"Heider, Dr. Silvio",#e3000f,25.0,CDU,"Krauß, Alexander",#32302e,12.7," +++ Krauß, Alexander (CDU), 12.7% +++ Bünger, Clara Anne (DIE LINKE), 12.5% +++ Staat, Carsten (Die PARTEI), 9.4% +++ Harzer, Ulrike (FDP), 7.8% +++ Walter, Sebastian (GRÜNE), 3.3% +++ Schmiedel, Andreas (FREIE WÄHLER), 3.3% +++ Schilling, Jennifer Sophie (V-Partei³), 1.0% +++ Weiß, Grit (dieBasis), 0.0% +++ Haustein, Simon (Bündnis C), 0.0%"
14521700,Zschorlau,164,Erzgebirgskreis I,SPD,"Heider, Dr. Silvio",#e3000f,SPD,"Heider, Dr. Silvio",#e3000f,25.1,AfD,"Dietz, Thomas",#009ee0,24.7,CDU,"Krauß, Alexander",#32302e,12.3," +++ Krauß, Alexander (CDU), 12.3% +++ Bünger, Clara Anne (DIE LINKE), 12.2% +++ Staat, Carsten (Die PARTEI), 11.0% +++ Harzer, Ulrike (FDP), 5.7% +++ Schmiedel, Andreas (FREIE WÄHLER), 4.0% +++ Walter, Sebastian (GRÜNE), 2.1% +++ Schilling, Jennifer Sophie (V-Partei³), 1.7% +++ Weiß, Grit (dieBasis), 1.2% +++ Haustein, Simon (Bündnis C), 0.0%"
14524030,"Crimmitschau, Stadt",165,Zwickau,SPD,"Schubert, Gundula",#e3000f,SPD,"Schubert, Gundula",#e3000f,25.2,AfD,"Moosdorf, Matthias",#009ee0,13.3,LINKE,"Zimmermann, Sabine",#b5152b,12.6," +++ Zimmermann, Sabine (DIE LINKE), 12.6% +++ Körber, Carsten (CDU), 12.5% +++ Tippelt, Nico (FDP), 12.3% +++ Drechsel, Christiane (FREIE WÄHLER), 9.6% +++ Micklisch, Daniel (ÖDP), 5.5% +++ Wetzel, Wolfgang (GRÜNE), 4.1% +++ Heinritz-Bechtel, Dr. Christoph (dieBasis), 3.6%"
14524040,Crinitzberg,165,Zwickau,SPD,"Schubert, Gundula",#e3000f,SPD,"Schubert, Gundula",#e3000f,24.9,LINKE,"Zimmermann, Sabine",#b5152b,12.8,AfD,"Moosdorf, Matthias",#009ee0,12.5," +++ Moosdorf, Matthias (AfD), 12.5% +++ Tippelt, Nico (FDP), 12.2% +++ Körber, Carsten (CDU), 11.9% +++ Drechsel, Christiane (FREIE WÄHLER), 11.4% +++ Micklisch, Daniel (ÖDP), 9.3% +++ Wetzel, Wolfgang (GRÜNE), 3.7% +++ Heinritz-Bechtel, Dr. Christoph (dieBasis), 1.3%"
