AGS,Ort,1_Gewinner,1_Partei_1_Stimmen,1_Partei_1_Anteil,1_Partei_1_Name,1_Partei_2_Stimmen,1_Partei_2_Anteil,1_Partei_2_Name,1_Partei_3_Stimmen,1_Partei_3_Anteil,1_Partei_3_Name,1_Partei_4_Stimmen,1_Partei_4_Anteil,1_Partei_4_Name,1_Partei_5_Stimmen,1_Partei_5_Anteil,1_Partei_5_Name,1_Partei_6_Stimmen,1_Partei_6_Anteil,1_Partei_6_Name,1_Partei_andere_Stimmen,1_Partei_andere_Anteil,1_Partei_andere_Name,1_ungültige Stimmen,1_gültige Stimmen,2_Gewinner,2_Partei_1_Stimmen,2_Partei_1_Anteil,2_Partei_1_Name,2_Partei_2_Stimmen,2_Partei_2_Anteil,2_Partei_2_Name,2_Partei_3_Stimmen,2_Partei_3_Anteil,2_Partei_3_Name,2_Partei_4_Stimmen,2_Partei_4_Anteil,2_Partei_4_Name,2_Partei_5_Stimmen,2_Partei_5_Anteil,2_Partei_5_Name,2_Partei_6_Stimmen,2_Partei_6_Anteil,2_Partei_6_Name,2_Partei_andere_Stimmen,2_Partei_andere_Anteil,2_Partei_andere_Name,2_ungültige Stimmen,2_gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler
14625100,Demitz-Thumitz,SPD,438,25.5,SPD,427,24.8,AfD,221,12.9,CDU,214,12.4,LINKE,99,5.8,FDP,18,1.0,GRÜNE,302,17.6,andere Parteien,20,1719,AfD,432,25.1,AfD,427,24.8,SPD,211,12.3,CDU,211,12.3,LINKE,138,8.0,FDP,24,1.4,GRÜNE,278,16.2,andere Parteien,18,1721,156,2190,1739,100.0,79.4
14625110,Doberschau-Gaußig,SPD,561,24.9,SPD,558,24.7,AfD,282,12.5,CDU,276,12.2,LINKE,162,7.2,FDP,47,2.1,GRÜNE,369,16.4,andere Parteien,20,2255,AfD,578,25.7,AfD,563,25.1,SPD,285,12.7,CDU,276,12.3,LINKE,203,9.0,FDP,62,2.8,GRÜNE,280,12.5,andere Parteien,28,2247,156,3386,2275,100.0,67.2
14625120,Elsterheide,AfD,507,25.1,AfD,500,24.7,SPD,251,12.4,CDU,250,12.4,LINKE,116,5.7,FDP,29,1.4,GRÜNE,370,18.3,andere Parteien,22,2023,SPD,506,25.0,SPD,503,24.8,AfD,253,12.5,CDU,250,12.3,LINKE,209,10.3,FDP,38,1.9,GRÜNE,266,13.1,andere Parteien,20,2025,156,2899,2045,100.0,70.5
14625130,"Elstra, Stadt",AfD,425,24.9,AfD,422,24.7,SPD,213,12.5,LINKE,212,12.4,CDU,102,6.0,FDP,35,2.0,GRÜNE,301,17.6,andere Parteien,19,1710,AfD,427,25.0,AfD,421,24.6,SPD,211,12.3,LINKE,208,12.2,CDU,123,7.2,FDP,44,2.6,GRÜNE,276,16.1,andere Parteien,19,1710,156,2052,1729,100.0,84.3
14625140,Frankenthal,AfD,117,24.8,AfD,112,23.7,SPD,60,12.7,CDU,60,12.7,LINKE,31,6.6,FDP,8,1.7,GRÜNE,84,17.8,andere Parteien,4,472,SPD,123,26.0,SPD,120,25.4,AfD,59,12.5,LINKE,57,12.1,CDU,33,7.0,FDP,6,1.3,GRÜNE,75,15.9,andere Parteien,3,473,156,761,476,100.0,62.5
14625150,Göda,AfD,496,25.6,AfD,472,24.4,SPD,248,12.8,LINKE,233,12.0,CDU,121,6.3,FDP,34,1.8,GRÜNE,330,17.1,andere Parteien,25,1934,SPD,500,25.9,SPD,468,24.2,AfD,248,12.8,CDU,247,12.8,LINKE,134,6.9,FDP,42,2.2,GRÜNE,292,15.1,andere Parteien,28,1931,156,2486,1959,100.0,78.8
14625160,Großdubrau,SPD,554,24.9,SPD,548,24.6,AfD,280,12.6,CDU,276,12.4,LINKE,138,6.2,FDP,40,1.8,GRÜNE,393,17.6,andere Parteien,23,2229,SPD,564,25.3,SPD,554,24.8,AfD,284,12.7,LINKE,283,12.7,CDU,158,7.1,FDP,43,1.9,GRÜNE,345,15.5,andere Parteien,21,2231,156,3540,2252,100.0,63.6
14625170,Großharthau,SPD,357,25.3,SPD,354,25.1,AfD,178,12.6,LINKE,175,12.4,CDU,99,7.0,FDP,36,2.5,GRÜNE,213,15.1,andere Parteien,12,1412,AfD,349,24.8,AfD,349,24.8,SPD,180,12.8,LINKE,172,12.2,CDU,127,9.0,FDP,40,2.8,GRÜNE,189,13.4,andere Parteien,18,1406,156,2367,1424,100.0,60.2
14625180,Großnaundorf,AfD,128,24.1,AfD,128,24.1,SPD,67,12.6,CDU,67,12.6,LINKE,34,6.4,FDP,9,1.7,GRÜNE,99,18.6,andere Parteien,3,532,SPD,133,25.1,SPD,131,24.7,AfD,68,12.8,CDU,66,12.5,LINKE,49,9.2,FDP,11,2.1,GRÜNE,72,13.6,andere Parteien,5,530,156,797,535,100.0,67.1
14625190,Großpostwitz/O.L.,SPD,445,25.3,SPD,440,25.0,AfD,226,12.9,LINKE,225,12.8,CDU,111,6.3,FDP,36,2.0,GRÜNE,274,15.6,andere Parteien,12,1757,SPD,443,25.3,SPD,437,24.9,AfD,222,12.7,LINKE,217,12.4,CDU,137,7.8,FDP,41,2.3,GRÜNE,257,14.7,andere Parteien,15,1754,156,2259,1769,100.0,78.3
14625200,"Großröhrsdorf, Stadt",AfD,1353,25.1,AfD,1326,24.6,SPD,676,12.5,LINKE,675,12.5,CDU,379,7.0,FDP,151,2.8,GRÜNE,834,15.5,andere Parteien,62,5394,AfD,1352,25.0,AfD,1340,24.8,SPD,678,12.6,CDU,673,12.5,LINKE,499,9.2,FDP,179,3.3,GRÜNE,677,12.5,andere Parteien,58,5398,160,8011,5456,100.0,68.1
14625220,Haselbachtal,AfD,546,25.0,AfD,543,24.9,SPD,276,12.6,CDU,274,12.6,LINKE,147,6.7,FDP,52,2.4,GRÜNE,345,15.8,andere Parteien,17,2183,AfD,557,25.6,AfD,546,25.1,SPD,280,12.9,CDU,268,12.3,LINKE,173,8.0,FDP,60,2.8,GRÜNE,290,13.3,andere Parteien,26,2174,156,3312,2200,100.0,66.4
14625230,Hochkirch,SPD,253,25.4,SPD,249,24.9,AfD,123,12.3,LINKE,122,12.2,CDU,64,6.4,FDP,18,1.8,GRÜNE,169,16.9,andere Parteien,8,998,AfD,248,24.9,AfD,243,24.4,SPD,127,12.7,LINKE,125,12.5,CDU,88,8.8,FDP,25,2.5,GRÜNE,141,14.1,andere Parteien,9,997,156,1748,1006,100.0,57.6
14625240,"Hoyerswerda, Stadt",AfD,4472,25.0,AfD,4453,24.9,SPD,2228,12.5,CDU,2226,12.5,LINKE,787,4.4,FDP,283,1.6,GRÜNE,3407,19.1,andere Parteien,169,17856,SPD,4463,25.0,SPD,4429,24.8,AfD,2244,12.6,LINKE,2195,12.3,CDU,1209,6.8,FDP,311,1.7,GRÜNE,3002,16.8,andere Parteien,172,17853,156,28260,18025,100.0,63.8
14625250,"Kamenz, Stadt",AfD,2532,25.3,AfD,2526,25.2,SPD,1258,12.6,CDU,1246,12.4,LINKE,591,5.9,FDP,256,2.6,GRÜNE,1606,16.0,andere Parteien,109,10015,AfD,2525,25.2,AfD,2490,24.8,SPD,1259,12.6,CDU,1256,12.5,LINKE,802,8.0,FDP,269,2.7,GRÜNE,1423,14.2,andere Parteien,100,10024,156,13726,10124,100.0,73.8
14625270,"Königsbrück, Stadt",SPD,719,24.8,SPD,718,24.8,AfD,360,12.4,CDU,358,12.4,LINKE,198,6.8,FDP,67,2.3,GRÜNE,477,16.5,andere Parteien,29,2897,SPD,716,24.7,SPD,703,24.3,AfD,362,12.5,LINKE,352,12.2,CDU,250,8.6,FDP,68,2.3,GRÜNE,443,15.3,andere Parteien,32,2894,156,3769,2926,100.0,77.6
14625280,Königswartha,SPD,547,25.0,SPD,537,24.5,AfD,282,12.9,CDU,271,12.4,LINKE,127,5.8,FDP,42,1.9,GRÜNE,386,17.6,andere Parteien,17,2192,AfD,540,24.7,AfD,538,24.6,SPD,281,12.9,CDU,270,12.4,LINKE,159,7.3,FDP,45,2.1,GRÜNE,352,16.1,andere Parteien,24,2185,156,2866,2209,100.0,77.1
14625290,Kubschütz,SPD,321,24.9,SPD,319,24.7,AfD,165,12.8,CDU,157,12.2,LINKE,87,6.7,FDP,20,1.5,GRÜNE,222,17.2,andere Parteien,11,1291,SPD,330,25.6,SPD,325,25.2,AfD,164,12.7,CDU,162,12.5,LINKE,106,8.2,FDP,30,2.3,GRÜNE,174,13.5,andere Parteien,11,1291,156,2086,1302,100.0,62.4
14625300,Laußnitz,AfD,258,26.1,AfD,249,25.2,SPD,127,12.8,LINKE,121,12.2,CDU,72,7.3,FDP,22,2.2,GRÜNE,140,14.2,andere Parteien,7,989,SPD,241,24.5,SPD,236,24.0,AfD,120,12.2,CDU,120,12.2,LINKE,91,9.2,FDP,26,2.6,GRÜNE,150,15.2,andere Parteien,12,984,156,1524,996,100.0,65.4
14625310,"Lauta, Stadt",AfD,1216,25.4,AfD,1200,25.0,SPD,600,12.5,LINKE,589,12.3,CDU,214,4.5,FDP,160,3.3,GRÜNE,815,17.0,andere Parteien,46,4794,AfD,1201,25.1,AfD,1193,24.9,SPD,603,12.6,CDU,602,12.6,LINKE,299,6.2,FDP,90,1.9,GRÜNE,804,16.8,andere Parteien,48,4792,156,6999,4840,100.0,69.2
14625320,Lichtenberg,SPD,259,25.3,SPD,244,23.8,AfD,128,12.5,LINKE,125,12.2,CDU,60,5.9,FDP,31,3.0,GRÜNE,178,17.4,andere Parteien,7,1025,SPD,260,25.4,SPD,249,24.3,AfD,133,13.0,CDU,126,12.3,LINKE,89,8.7,FDP,36,3.5,GRÜNE,132,12.9,andere Parteien,7,1025,156,1339,1032,100.0,77.1
14625330,Lohsa,AfD,667,25.3,AfD,649,24.6,SPD,336,12.7,CDU,334,12.6,LINKE,124,4.7,FDP,33,1.2,GRÜNE,498,18.9,andere Parteien,24,2641,SPD,671,25.4,SPD,650,24.6,AfD,332,12.6,LINKE,329,12.5,CDU,181,6.9,FDP,37,1.4,GRÜNE,438,16.6,andere Parteien,27,2638,156,4446,2665,100.0,59.9
14625340,Malschwitz,SPD,731,25.6,SPD,717,25.1,AfD,358,12.5,LINKE,351,12.3,CDU,173,6.1,FDP,46,1.6,GRÜNE,478,16.7,andere Parteien,31,2854,SPD,727,25.4,SPD,719,25.2,AfD,360,12.6,CDU,354,12.4,LINKE,191,6.7,FDP,56,2.0,GRÜNE,450,15.8,andere Parteien,28,2857,156,3845,2885,100.0,75.0
14625350,Nebelschütz,SPD,137,25.6,SPD,132,24.7,AfD,69,12.9,CDU,65,12.1,LINKE,36,6.7,FDP,11,2.1,GRÜNE,85,15.9,andere Parteien,6,535,AfD,135,25.2,AfD,132,24.7,SPD,67,12.5,CDU,65,12.1,LINKE,54,10.1,FDP,16,3.0,GRÜNE,66,12.3,andere Parteien,6,535,156,911,541,100.0,59.4
14625360,Neschwitz,AfD,270,24.7,AfD,269,24.7,SPD,138,12.6,CDU,138,12.6,LINKE,60,5.5,FDP,20,1.8,GRÜNE,196,18.0,andere Parteien,12,1091,AfD,267,24.4,AfD,267,24.4,SPD,139,12.7,LINKE,134,12.2,CDU,78,7.1,FDP,22,2.0,GRÜNE,188,17.2,andere Parteien,8,1095,156,1891,1103,100.0,58.3
14625370,Neukirch,SPD,202,24.9,SPD,201,24.8,AfD,103,12.7,CDU,98,12.1,LINKE,43,5.3,FDP,13,1.6,GRÜNE,150,18.5,andere Parteien,6,810,AfD,206,25.5,AfD,200,24.8,SPD,98,12.1,LINKE,97,12.0,CDU,46,5.7,FDP,21,2.6,GRÜNE,139,17.2,andere Parteien,9,807,156,1350,816,100.0,60.4
14625380,Neukirch/Lausitz,SPD,609,24.9,SPD,591,24.1,AfD,309,12.6,LINKE,303,12.4,CDU,143,5.8,FDP,42,1.7,GRÜNE,452,18.5,andere Parteien,26,2449,AfD,632,25.8,AfD,598,24.4,SPD,312,12.7,LINKE,302,12.3,CDU,189,7.7,FDP,50,2.0,GRÜNE,366,14.9,andere Parteien,26,2449,156,4322,2475,100.0,57.3
14625390,Obergurig,SPD,300,25.6,SPD,287,24.4,AfD,145,12.4,LINKE,142,12.1,CDU,88,7.5,FDP,28,2.4,GRÜNE,184,15.7,andere Parteien,12,1174,SPD,293,25.0,SPD,280,23.9,AfD,145,12.4,LINKE,144,12.3,CDU,111,9.5,FDP,27,2.3,GRÜNE,174,14.8,andere Parteien,12,1174,156,1730,1186,100.0,68.6
14625410,Ohorn,AfD,197,24.9,AfD,190,24.1,SPD,97,12.3,CDU,97,12.3,LINKE,56,7.1,FDP,18,2.3,GRÜNE,135,17.1,andere Parteien,8,790,SPD,203,25.7,SPD,189,23.9,AfD,103,13.0,LINKE,96,12.1,CDU,74,9.4,FDP,19,2.4,GRÜNE,107,13.5,andere Parteien,7,791,156,1984,798,100.0,40.2
14625420,Oßling,AfD,353,25.5,AfD,339,24.5,SPD,173,12.5,CDU,170,12.3,LINKE,44,3.2,FDP,25,1.8,GRÜNE,278,20.1,andere Parteien,14,1382,AfD,340,24.6,AfD,340,24.6,SPD,175,12.6,CDU,171,12.4,LINKE,80,5.8,FDP,29,2.1,GRÜNE,249,18.0,andere Parteien,12,1384,156,1831,1396,100.0,76.2
14625430,Ottendorf-Okrilla,AfD,1591,24.9,AfD,1580,24.8,SPD,805,12.6,LINKE,794,12.4,CDU,479,7.5,FDP,238,3.7,GRÜNE,894,14.0,andere Parteien,69,6381,AfD,1620,25.3,AfD,1613,25.2,SPD,806,12.6,CDU,792,12.4,LINKE,737,11.5,FDP,279,4.4,GRÜNE,545,8.5,andere Parteien,58,6392,160,8204,6450,100.0,78.6
14625440,Panschwitz-Kuckau,SPD,288,25.0,SPD,282,24.4,AfD,146,12.7,LINKE,143,12.4,CDU,69,6.0,FDP,33,2.9,GRÜNE,193,16.7,andere Parteien,9,1154,SPD,288,25.0,SPD,285,24.7,AfD,145,12.6,LINKE,140,12.2,CDU,103,8.9,FDP,44,3.8,GRÜNE,147,12.8,andere Parteien,11,1152,156,1658,1163,100.0,70.1
14625450,"Pulsnitz, Stadt",SPD,1039,25.5,SPD,1027,25.2,AfD,509,12.5,CDU,499,12.3,LINKE,313,7.7,FDP,92,2.3,GRÜNE,590,14.5,andere Parteien,31,4069,SPD,1019,25.1,SPD,1008,24.9,AfD,508,12.5,CDU,501,12.4,LINKE,389,9.6,FDP,109,2.7,GRÜNE,522,12.9,andere Parteien,44,4056,156,6274,4100,100.0,65.3
14625460,Puschwitz,SPD,82,24.3,SPD,81,24.0,AfD,44,13.0,CDU,41,12.1,LINKE,18,5.3,FDP,7,2.1,GRÜNE,65,19.2,andere Parteien,4,338,SPD,88,26.0,SPD,83,24.6,AfD,44,13.0,LINKE,42,12.4,CDU,19,5.6,FDP,9,2.7,GRÜNE,53,15.7,andere Parteien,4,338,156,623,342,100.0,54.9
14625470,Räckelwitz,AfD,181,24.5,AfD,176,23.8,SPD,90,12.2,CDU,90,12.2,LINKE,29,3.9,FDP,25,3.4,GRÜNE,147,19.9,andere Parteien,7,738,SPD,190,25.9,SPD,177,24.1,AfD,88,12.0,CDU,88,12.0,LINKE,45,6.1,FDP,37,5.0,GRÜNE,110,15.0,andere Parteien,10,735,156,874,745,100.0,85.2
14625480,"Radeberg, Stadt",AfD,2718,25.0,AfD,2700,24.8,SPD,1357,12.5,LINKE,1351,12.4,CDU,796,7.3,FDP,410,3.8,GRÜNE,1548,14.2,andere Parteien,122,10880,SPD,2750,25.2,SPD,2675,24.6,AfD,1373,12.6,LINKE,1347,12.4,CDU,1015,9.3,FDP,458,4.2,GRÜNE,1274,11.7,andere Parteien,110,10892,160,15139,11002,100.0,72.7
14625490,Radibor,SPD,320,25.8,SPD,306,24.7,AfD,158,12.7,LINKE,155,12.5,CDU,78,6.3,FDP,25,2.0,GRÜNE,198,16.0,andere Parteien,13,1240,AfD,316,25.5,AfD,316,25.5,SPD,161,13.0,CDU,150,12.1,LINKE,96,7.8,FDP,31,2.5,GRÜNE,168,13.6,andere Parteien,15,1238,156,2510,1253,100.0,49.9
14625500,Ralbitz-Rosenthal,AfD,216,25.6,AfD,212,25.1,SPD,109,12.9,CDU,102,12.1,LINKE,61,7.2,FDP,16,1.9,GRÜNE,127,15.1,andere Parteien,7,843,AfD,212,25.2,AfD,210,25.0,SPD,106,12.6,LINKE,104,12.4,CDU,83,9.9,FDP,24,2.9,GRÜNE,102,12.1,andere Parteien,9,841,156,1325,850,100.0,64.2
14625510,Rammenau,AfD,176,24.6,AfD,173,24.2,SPD,93,13.0,CDU,92,12.9,LINKE,47,6.6,FDP,20,2.8,GRÜNE,113,15.8,andere Parteien,9,714,SPD,185,25.8,SPD,170,23.7,AfD,91,12.7,LINKE,90,12.6,CDU,60,8.4,FDP,17,2.4,GRÜNE,103,14.4,andere Parteien,7,716,156,1089,723,100.0,66.4
14625525,"Schirgiswalde-Kirschau, Stadt",AfD,743,25.2,AfD,723,24.5,SPD,374,12.7,CDU,365,12.4,LINKE,214,7.3,FDP,61,2.1,GRÜNE,469,15.9,andere Parteien,28,2949,AfD,726,24.6,AfD,726,24.6,SPD,369,12.5,LINKE,364,12.3,CDU,260,8.8,FDP,71,2.4,GRÜNE,436,14.8,andere Parteien,25,2952,156,5111,2977,100.0,58.2
14625530,Schmölln-Putzkau,SPD,513,25.5,SPD,489,24.3,AfD,252,12.5,LINKE,243,12.1,CDU,126,6.3,FDP,45,2.2,GRÜNE,345,17.1,andere Parteien,23,2013,AfD,507,25.2,AfD,507,25.2,SPD,250,12.4,CDU,249,12.4,LINKE,148,7.3,FDP,54,2.7,GRÜNE,300,14.9,andere Parteien,21,2015,156,2536,2036,100.0,80.3
14625550,Schwepnitz,AfD,376,25.2,AfD,375,25.1,SPD,191,12.8,CDU,187,12.5,LINKE,84,5.6,FDP,31,2.1,GRÜNE,251,16.8,andere Parteien,17,1495,AfD,377,25.2,AfD,370,24.7,SPD,189,12.6,CDU,184,12.3,LINKE,115,7.7,FDP,38,2.5,GRÜNE,224,15.0,andere Parteien,15,1497,156,2048,1512,100.0,73.8
14625560,Sohland a. d. Spree,SPD,1119,25.2,SPD,1114,25.1,AfD,561,12.6,CDU,550,12.4,LINKE,238,5.4,FDP,76,1.7,GRÜNE,786,17.7,andere Parteien,48,4444,AfD,1115,25.1,AfD,1112,25.0,SPD,559,12.6,CDU,548,12.3,LINKE,314,7.1,FDP,99,2.2,GRÜNE,704,15.8,andere Parteien,41,4451,156,5527,4492,100.0,81.3
14625570,Spreetal,AfD,355,25.2,AfD,355,25.2,SPD,178,12.6,CDU,176,12.5,LINKE,72,5.1,FDP,20,1.4,GRÜNE,254,18.0,andere Parteien,13,1410,SPD,351,24.9,SPD,350,24.9,AfD,174,12.4,CDU,173,12.3,LINKE,98,7.0,FDP,23,1.6,GRÜNE,238,16.9,andere Parteien,16,1407,156,1695,1423,100.0,84.0
14625580,Steina,AfD,251,25.4,AfD,251,25.4,SPD,125,12.7,CDU,122,12.4,LINKE,91,9.2,FDP,27,2.7,GRÜNE,120,12.2,andere Parteien,10,987,AfD,253,25.5,AfD,238,24.0,SPD,129,13.0,CDU,128,12.9,LINKE,96,9.7,FDP,28,2.8,GRÜNE,119,12.0,andere Parteien,6,991,156,1389,997,100.0,71.8
14625590,Steinigtwolmsdorf,SPD,399,25.2,SPD,398,25.2,AfD,198,12.5,LINKE,196,12.4,CDU,97,6.1,FDP,31,2.0,GRÜNE,263,16.6,andere Parteien,12,1582,AfD,396,25.1,AfD,389,24.6,SPD,199,12.6,LINKE,195,12.3,CDU,135,8.5,FDP,37,2.3,GRÜNE,229,14.5,andere Parteien,14,1580,156,2368,1594,100.0,67.3
14625600,Wachau,AfD,631,25.1,AfD,617,24.5,SPD,320,12.7,LINKE,314,12.5,CDU,173,6.9,FDP,99,3.9,GRÜNE,362,14.4,andere Parteien,22,2516,AfD,628,25.0,AfD,624,24.9,SPD,320,12.7,LINKE,310,12.4,CDU,208,8.3,FDP,95,3.8,GRÜNE,325,12.9,andere Parteien,28,2510,160,3481,2538,100.0,72.9
14625610,"Weißenberg, Stadt",SPD,519,25.5,SPD,510,25.0,AfD,257,12.6,CDU,249,12.2,LINKE,133,6.5,FDP,35,1.7,GRÜNE,334,16.4,andere Parteien,18,2037,AfD,522,25.6,AfD,519,25.4,SPD,252,12.4,LINKE,249,12.2,CDU,175,8.6,FDP,45,2.2,GRÜNE,278,13.6,andere Parteien,15,2040,156,2485,2055,100.0,82.7
14625630,"Wilthen, Stadt",SPD,690,25.3,SPD,684,25.1,AfD,338,12.4,LINKE,335,12.3,CDU,189,6.9,FDP,57,2.1,GRÜNE,435,15.9,andere Parteien,29,2728,AfD,678,24.8,AfD,678,24.8,SPD,340,12.5,LINKE,337,12.3,CDU,201,7.4,FDP,66,2.4,GRÜNE,429,15.7,andere Parteien,28,2729,156,4067,2757,100.0,67.8
14625640,"Wittichenau, Stadt",SPD,832,24.9,SPD,825,24.6,AfD,426,12.7,LINKE,412,12.3,CDU,130,3.9,FDP,61,1.8,GRÜNE,662,19.8,andere Parteien,34,3348,SPD,848,25.3,SPD,824,24.6,AfD,420,12.5,CDU,418,12.5,LINKE,250,7.5,FDP,58,1.7,GRÜNE,530,15.8,andere Parteien,34,3348,156,4649,3382,100.0,72.7
14626010,"Bad Muskau, Stadt",AfD,431,25.5,AfD,425,25.2,SPD,211,12.5,CDU,210,12.4,LINKE,69,4.1,FDP,31,1.8,GRÜNE,310,18.4,andere Parteien,16,1687,AfD,425,25.2,AfD,419,24.8,SPD,218,12.9,CDU,208,12.3,LINKE,111,6.6,FDP,33,2.0,GRÜNE,274,16.2,andere Parteien,15,1688,157,2719,1703,100.0,62.6
14626020,Beiersdorf,SPD,215,25.0,SPD,208,24.2,AfD,107,12.4,CDU,107,12.4,LINKE,41,4.8,FDP,21,2.4,GRÜNE,162,18.8,andere Parteien,11,861,SPD,222,25.8,SPD,216,25.1,AfD,110,12.8,LINKE,107,12.4,CDU,54,6.3,FDP,21,2.4,GRÜNE,131,15.2,andere Parteien,11,861,157,958,872,100.0,91.0
14626030,"Bernstadt a. d. Eigen, Stadt",AfD,590,25.3,AfD,585,25.1,SPD,292,12.5,LINKE,289,12.4,CDU,135,5.8,FDP,67,2.9,GRÜNE,376,16.1,andere Parteien,18,2334,AfD,592,25.5,AfD,562,24.2,SPD,293,12.6,CDU,282,12.1,LINKE,175,7.5,FDP,55,2.4,GRÜNE,362,15.6,andere Parteien,31,2321,157,2756,2352,100.0,85.3
14626050,Bertsdorf-Hörnitz,SPD,232,25.1,SPD,231,25.0,AfD,117,12.7,CDU,115,12.5,LINKE,49,5.3,FDP,35,3.8,GRÜNE,144,15.6,andere Parteien,9,923,AfD,232,25.2,AfD,229,24.9,SPD,119,12.9,LINKE,115,12.5,CDU,47,5.1,FDP,30,3.3,GRÜNE,147,16.0,andere Parteien,13,919,157,1731,932,100.0,53.8
14626060,Boxberg/O.L.,AfD,758,25.2,AfD,748,24.8,SPD,374,12.4,CDU,373,12.4,LINKE,129,4.3,FDP,50,1.7,GRÜNE,580,19.3,andere Parteien,28,3012,SPD,772,25.7,SPD,749,24.9,AfD,379,12.6,CDU,377,12.5,LINKE,190,6.3,FDP,39,1.3,GRÜNE,499,16.6,andere Parteien,35,3005,157,3719,3040,100.0,81.7
14626070,Dürrhennersdorf,AfD,101,26.0,AfD,98,25.3,SPD,50,12.9,LINKE,49,12.6,CDU,24,6.2,FDP,9,2.3,GRÜNE,57,14.7,andere Parteien,2,388,AfD,100,25.8,AfD,95,24.5,SPD,51,13.2,CDU,47,12.1,LINKE,23,5.9,FDP,11,2.8,GRÜNE,60,15.5,andere Parteien,3,387,157,799,390,100.0,48.8
14626085,"Ebersbach-Neugersdorf, Stadt",SPD,1926,25.1,SPD,1911,24.9,AfD,968,12.6,CDU,947,12.3,LINKE,455,5.9,FDP,248,3.2,GRÜNE,1217,15.9,andere Parteien,74,7672,AfD,1929,25.2,AfD,1912,25.0,SPD,967,12.6,CDU,964,12.6,LINKE,547,7.1,FDP,224,2.9,GRÜNE,1120,14.6,andere Parteien,83,7663,157,9861,7746,100.0,78.6
14626100,Gablenz,SPD,167,25.7,SPD,158,24.3,AfD,82,12.6,CDU,78,12.0,LINKE,27,4.2,FDP,10,1.5,GRÜNE,127,19.6,andere Parteien,4,649,AfD,160,24.7,AfD,155,24.0,SPD,81,12.5,LINKE,80,12.4,CDU,50,7.7,FDP,13,2.0,GRÜNE,108,16.7,andere Parteien,6,647,157,1369,653,100.0,47.7
14626110,"Görlitz, Stadt",SPD,7267,25.2,SPD,7186,25.0,AfD,3590,12.5,LINKE,3571,12.4,CDU,1288,4.5,GRÜNE,1278,4.4,FDP,4617,16.0,andere Parteien,304,28797,SPD,7179,24.9,SPD,7146,24.8,AfD,3587,12.5,LINKE,3583,12.4,CDU,2066,7.2,FDP,1111,3.9,GRÜNE,4128,14.3,andere Parteien,301,28800,157,42088,29101,100.0,69.1
14626120,Groß Düben,AfD,130,25.3,AfD,127,24.7,SPD,65,12.6,CDU,63,12.3,LINKE,20,3.9,FDP,13,2.5,GRÜNE,96,18.7,andere Parteien,4,514,SPD,128,25.0,SPD,127,24.8,AfD,62,12.1,CDU,62,12.1,LINKE,32,6.3,FDP,10,2.0,GRÜNE,91,17.8,andere Parteien,6,512,157,882,518,100.0,58.7
14626140,Großschönau,SPD,705,24.8,SPD,699,24.6,AfD,353,12.4,LINKE,349,12.3,CDU,137,4.8,FDP,65,2.3,GRÜNE,531,18.7,andere Parteien,27,2839,AfD,710,25.0,AfD,700,24.6,SPD,357,12.6,LINKE,356,12.5,CDU,213,7.5,FDP,60,2.1,GRÜNE,448,15.8,andere Parteien,22,2844,157,4463,2866,100.0,64.2
14626150,Großschweidnitz,AfD,166,25.9,AfD,161,25.1,SPD,82,12.8,CDU,79,12.3,LINKE,24,3.7,FDP,18,2.8,GRÜNE,112,17.4,andere Parteien,7,642,SPD,163,25.4,SPD,157,24.5,AfD,83,12.9,CDU,79,12.3,LINKE,48,7.5,FDP,9,1.4,GRÜNE,102,15.9,andere Parteien,8,641,157,1045,649,100.0,62.1
14626160,Hähnichen,AfD,198,25.1,AfD,192,24.3,SPD,101,12.8,CDU,101,12.8,LINKE,29,3.7,FDP,26,3.3,GRÜNE,143,18.1,andere Parteien,10,790,SPD,203,25.7,SPD,201,25.4,AfD,97,12.3,CDU,95,12.0,LINKE,38,4.8,FDP,17,2.2,GRÜNE,139,17.6,andere Parteien,10,790,157,983,800,100.0,81.4
14626170,Hainewalde,AfD,180,26.1,AfD,169,24.5,SPD,87,12.6,CDU,85,12.3,LINKE,38,5.5,FDP,26,3.8,GRÜNE,104,15.1,andere Parteien,5,689,SPD,178,25.9,SPD,173,25.2,AfD,87,12.7,CDU,82,12.0,LINKE,48,7.0,FDP,26,3.8,GRÜNE,92,13.4,andere Parteien,8,686,157,1251,694,100.0,55.5
14626180,"Herrnhut, Stadt",SPD,1086,25.4,SPD,1054,24.6,AfD,545,12.7,LINKE,536,12.5,CDU,222,5.2,GRÜNE,184,4.3,FDP,654,15.3,andere Parteien,42,4281,SPD,1075,25.1,SPD,1059,24.7,AfD,542,12.6,CDU,529,12.3,LINKE,221,5.2,FDP,216,5.0,GRÜNE,644,15.0,andere Parteien,37,4286,157,4790,4323,100.0,90.3
14626190,Hohendubrau,SPD,324,24.9,SPD,317,24.4,AfD,164,12.6,CDU,159,12.2,LINKE,54,4.2,FDP,42,3.2,GRÜNE,239,18.4,andere Parteien,16,1299,AfD,330,25.3,AfD,325,24.9,SPD,166,12.7,LINKE,165,12.7,CDU,79,6.1,FDP,37,2.8,GRÜNE,201,15.4,andere Parteien,12,1303,157,1513,1315,100.0,86.9
